-6.50128253129174e-06	0	0
-5.85163513223056e-05	0	0
-4.79116141010739e-07	2.58272071653078e-07	1
1.16662102754082	0	0
-0.212704303536399	1.00082585997389	1
-0.252343858144674	0.00786678634770418	2
0.198134249443189	0	0
0.0852513451007139	-0.811566169290156	1
-0.418089002631938	0.122371787720394	2
0.00826628636660457	0.175451887278526	3
0.483003241995066	0	0
0.0943697478507401	-0.728565734552680	1
-0.681559230322155	0.0635349863491436	2
0.0352773492228587	0.241652574982120	3
0.0249244241092775	0.114784502667885	4
-0.610120201224836	0	0
0.159872059750349	-0.794590580359671	1
-0.782199283520409	0.0584067824747251	2
-0.0140646324879407	0.506861235072148	3
0.226628496660203	0.0207213833049752	4
0.00761429716002588	0.0311286399079374	5
-0.145697835358718	0	0
0.133866522712595	-0.167927457304783	1
-0.918887681583049	0.123345279382843	2
-0.00955966508807756	0.749582778923663	3
0.281880214826863	0.0827386349132751	4
0.00993684873519348	-0.0834065099392841	5
0.00274855138307021	0.00507155301257383	6
-0.890382584746818	0	0
0.117435365660136	-0.0227387283851640	1
-0.536167142673227	0.210538467304506	2
-0.00818954868894161	0.898268978050369	3
0.337536858375596	0.156499802215766	4
0.0969156907208016	-0.118380580200954	5
-0.0211403788375447	-0.0673052527477966	6
-0.0129049704059944	-0.0365521495791190	7
-0.282765182028780	0	0
0.118197806805365	0.666521519919191	1
-0.430762383719559	0.214970093696763	2
0.116704020170931	0.857809405551677	3
0.478213842471609	0.225305483340071	4
0.0948000444614347	-0.141881551798415	5
-0.0111832178951920	-0.0406261807201848	6
0.0258160843287444	0.0315771468080970	7
-0.0217113317747825	-0.0270490494797250	8
-0.370980510633980	0	0
0.0610885741470835	0.280899874416945	1
0.0838696473517950	0.202671453991510	2
0.151558580116084	0.750616279470020	3
0.501131957867801	0.171369560164151	4
0.163028080535843	-0.164048155335974	5
-0.0505703221994934	-0.0585005690192710	6
-0.0367666180706021	-0.0112752099512406	7
0.0190315968719253	0.0233140578636852	8
-0.0159944404061609	-0.0205801898999393	9
0.0623768998232208	0	0
0.153585642600062	0.736934774732635	1
0.0499108730291737	0.100948838083568	2
0.184682077496733	0.432753511936160	3
0.448453577086393	0.121916659678330	4
0.151650482678488	-0.182111074384263	5
-0.0432917230172511	-0.176388153746041	6
-0.0918506951361642	0.0190128144715896	7
-0.000775390071690472	0.0169361567244643	8
0.0511031569315244	0.00286073099575895	9
0.0250961470941522	-0.00937454570047530	10
0.194486989742851	0	0
0.0859876058734459	-0.0911606523073621	1
0.395867586451041	-0.0134425847228194	2
0.162908800427588	0.284698136931125	3
0.371576645892903	-0.0132227841979957	4
0.0988215504192327	-0.165458766871973	5
-0.0825957378431280	-0.144661486169097	6
-0.170681231496573	-0.0179015898889203	7
-0.0102356540527126	0.0687795812225585	8
0.00835919093031335	0.0151918727795790	9
0.0241629461105397	0.0126752642858413	10
-0.00203222191879384	-0.000145312933676504	11
0.177647225825511	0	0
0.214912455502724	0.269844529900223	1
0.128916755451559	-0.0809452910567240	2
0.137000998187402	2.23856941041537e-05	3
0.211294858928558	-0.0428085756773618	4
-0.0184984704566893	-0.120824987217982	5
-0.100291865230914	-0.149642925192329	6
-0.215895898296802	-0.0234503880250032	7
-0.0830690481027537	0.127856732415598	8
0.0588859557432173	0.0183052413057792	9
0.00346271102752897	-0.00454082206658274	10
0.00187655785999331	0.0106421858371105	11
-0.0276846150334876	-0.0244152037754550	12
0.287496166647773	0	0
0.0147053305435788	-0.467975511922295	1
